route	page	#	station	text
London-North-Western-South	0192	022	BIRMINGHAM INTERNATIONAL	Platform 1. 281 metres (307 yards)
London-North-Western-South	0192	024	BIRMINGHAM INTERNATIONAL	Platform 2 283 metres (309 yards)
London-North-Western-South	0192	026	BIRMINGHAM INTERNATIONAL	Platform 3. 304 metres (332 yards)
London-North-Western-South	0192	028	BIRMINGHAM INTERNATIONAL	Platform 4 303 metres (331 yards)
London-North-Western-South	0192	030	BIRMINGHAM INTERNATIONAL	Platform 5. 303 metres (331 yards)
London-North-Western-South	0201	001	DUDLEY PORT	Platform lengths Sandwell Dudley
London-North-Western-South	0201	002	DUDLEY PORT	Platform 1 270 metres (295 yards)
London-North-Western-South	0201	003	DUDLEY PORT	Platform 2. 268 metres (293 yards)
London-North-Western-South	0201	004	DUDLEY PORT	Up direction trains can turnback in Platform 1 at
London-North-Western-South	0202	007	TIPTON	Platform lengths Tipton
London-North-Western-South	0202	008	TIPTON	Platform 1 105 metres (115 yards)
London-North-Western-South	0202	009	TIPTON	Platform 2. 101 metres (110 yards)
London-North-Western-South	0202	010	TIPTON	Down direction trains can turnback in Platform 2
London-North-Western-South	0203	003	COSELEY	Platform lengths Coseley
London-North-Western-South	0203	004	COSELEY	Platform 1 122 metres (133 yards)
London-North-Western-South	0203	005	COSELEY	Platform 2 122 metres (133 yards)
London-North-Western-South	0204	005	WOLVERHAMPTON	lines and platforms 1,2,3 4
London-North-Western-South	0204	006	WOLVERHAMPTON	PP is authorised over all platform lines, except for
London-North-Western-South	0204	007	WOLVERHAMPTON	Platform 4 in the Down direction, which is PP-C
London-North-Western-South	0204	008	WOLVERHAMPTON	Platform lengths
London-North-Western-South	0204	009	WOLVERHAMPTON	Platform 1-267 metres
London-North-Western-South	0204	010	WOLVERHAMPTON	Platform 2-270 metres
London-North-Western-South	0204	011	WOLVERHAMPTON	Platform 3-239 metres
London-North-Western-South	0204	012	WOLVERHAMPTON	Platform 4-279 metres
London-North-Western-South	0204	013	WOLVERHAMPTON	Platform 5-86 metres
London-North-Western-South	0204	014	WOLVERHAMPTON	Platform 6-120 metres
London-North-Western-South	0217	006	FIVE WAYS	Platform Lengths Five Ways
London-North-Western-South	0217	007	FIVE WAYS	Platform 1 - 197 metres (215 yards)
London-North-Western-South	0217	008	FIVE WAYS	Platform 2 - 192 metres (210 yards)
London-North-Western-South	0217	009	FIVE WAYS	Up direction trains can turn back in Platform 1 at
London-North-Western-South	0219	001	BOURNVILLE	Platform Lengths Bournville
London-North-Western-South	0219	002	BOURNVILLE	Platform 1 - 142 metres (155 yards)
London-North-Western-South	0219	003	BOURNVILLE	Platform 2 - 142 metres (155 yards)
London-North-Western-South	0220	005	KINGS NORTON	Platform Lengths Kings Norton
London-North-Western-South	0220	006	KINGS NORTON	Platform 1 - 150 metres (164 yards)
London-North-Western-South	0220	007	KINGS NORTON	Platform 4 - 150 metres (164 yards)
London-North-Western-South	0220	008	KINGS NORTON	0.0.U. - platforms Out Of Use.
London-North-Western-South	0220	017	KINGS NORTON	Down Gloucester Slow and Up Gloucester Slow
London-North-Western-South	0221	004	NORTHFIELD	Platform Lengths Northfield
London-North-Western-South	0221	005	NORTHFIELD	Platform 1 - 190 metres (208 yards)
London-North-Western-South	0221	006	NORTHFIELD	Platform 4 - 190 metres (208 yards)
London-North-Western-South	0221	009	NORTHFIELD	Down Gloucester Slow and Up Gloucester Slow.
London-North-Western-South	0222	005	LONGBRIDGE	Platform Lengths Longbridge
London-North-Western-South	0222	006	LONGBRIDGE	Platform 1 - 170 metres (186 yards)
London-North-Western-South	0222	007	LONGBRIDGE	Platform 2 - 150 metres (164 yards)
London-North-Western-South	0222	014	LONGBRIDGE	Down Gloucester Slow to Longbridge Jn. Down
London-North-Western-South	0226	002	BROMSGROVE	Platform Lengths Bromsgrove
London-North-Western-South	0226	003	BROMSGROVE	Platforms 1 -150 metres (164 yards)
London-North-Western-South	0226	004	BROMSGROVE	Platforms 2 -150 metres (164 yards)
London-North-Western-South	0226	005	BROMSGROVE	Platforms 3 -150 metres (164 yards)
London-North-Western-South	0226	006	BROMSGROVE	Platforms 4 -150 metres (164 yards)
London-North-Western-South	0234	002	STECHFORD	Platform Lengths Stechford
London-North-Western-South	0234	003	STECHFORD	Platform 3 - 134 metres (147 yards)
London-North-Western-South	0238	001	DUDDESTON	Platform lengths Duddeston
London-North-Western-South	0238	002	DUDDESTON	Platform 1 147 metres (161 yards)
London-North-Western-South	0238	003	DUDDESTON	Platform 2 152 metres (166 yards)
London-North-Western-South	0238	005	DUDDESTON	Down direction from Om 75ch
London-North-Western-South	0238	006	DUDDESTON	Up direction to Om 66ch
London-North-Western-South	0240	002	PERRY BARR	Platform Lengths Perry Barr
London-North-Western-South	0240	003	PERRY BARR	Platform 1 - 150 metres (164 yards)
London-North-Western-South	0240	004	PERRY BARR	Platform 2 - 111 metres (121 yards)
London-North-Western-South	0240	005	PERRY BARR	Up direction trains can turn back in
London-North-Western-South	0240	006	PERRY BARR	Platform 1 at Perry Barr.
London-North-Western-South	0243	002	BESCOT STADIUM	Platform lengths
London-North-Western-South	0243	003	BESCOT STADIUM	Down Grand Junction-89 metres
London-North-Western-South	0243	004	BESCOT STADIUM	Up Grand Junction-89 metres
London-North-Western-South	0254	003	LICHFIELD CITY	Platform lengths Lichfield City
London-North-Western-South	0254	004	LICHFIELD CITY	Platform 1 - 149 metres
London-North-Western-South	0254	005	LICHFIELD CITY	Platform 2 - 225 metres
London-North-Western-South	0254	006	LICHFIELD CITY	Down direction trains can turnback
London-North-Western-South	0254	007	LICHFIELD CITY	in Platform 2 at Lichfield City
London-North-Western-South	0255	002	LICHFIELD TRENT VALLEY	Platform length Lichfield Trent Valley
London-North-Western-South	0255	004	LICHFIELD TRENT VALLEY	Platform 3 - 150 metres
London-North-Western-South	0259	005	WALSALL	Platform lengths Walsall
London-North-Western-South	0259	006	WALSALL	Platform 1 - 111 metres (121 yards)
London-North-Western-South	0259	007	WALSALL	Platform 2 - 177 metres (194 yards)
London-North-Western-South	0259	008	WALSALL	Platform 3 - 177 metres (194 yards)
London-North-Western-South	0260	001	BLOXWICH	Platform lengths Bloxwich
London-North-Western-South	0260	002	BLOXWICH	Platform 1 - 72 metres (79 yards)
London-North-Western-South	0260	003	BLOXWICH	Platform 2 - 72 metres (79 yards)
London-North-Western-South	0262	002	CANNOCK	Platform lengths Cannock
London-North-Western-South	0262	003	CANNOCK	Platform 1 - 72 metres (79 yards)
London-North-Western-South	0262	004	CANNOCK	Platform 2 - 72 metres (79 yards)
London-North-Western-South	0272	002	KINGS SUTTON	Platform Lengths Kings Sutton
London-North-Western-South	0272	003	KINGS SUTTON	Platform 1 - 115 metres (126 yards)
London-North-Western-South	0272	004	KINGS SUTTON	Platform 2 - 115 metres (126 yards)
London-North-Western-South	0277	004	LEAMINGTON SPA	ULP Up Leamington Platform
London-North-Western-South	0282	023	TYSELEY	Platform lengths Tyseley
London-North-Western-South	0282	024	TYSELEY	Platform 1 - 152 metres (166 yards)
London-North-Western-South	0282	025	TYSELEY	Platform 2 - 152 metres (166 yards)
London-North-Western-South	0282	026	TYSELEY	Platform 3 - 152 metres (166 yards)
London-North-Western-South	0282	027	TYSELEY	Platform 4 - 152 metres (166 yards)
London-North-Western-South	0282	030	TYSELEY	Down Bordesley from 125m 73ch - ELR BCV.
London-North-Western-South	0284	012	SMALL HEATH	Small Heath station platforms 1 and 2 Out Of Use.
London-North-Western-South	0287	008	LEAMINGTON SPA	ULP Up Leamington Platform
London-North-Western-South	0292	013	COVENTRY ARENA	Platform lengths Coventry Arena
London-North-Western-South	0292	014	COVENTRY ARENA	Platform 1 = 78 metres
London-North-Western-South	0292	015	COVENTRY ARENA	Platform 2 = 149 metres
London-North-Western-South	0300	001	HARTLEBURY	Platform Lengths Hartlebury
London-North-Western-South	0300	002	HARTLEBURY	Down Kidderminster. 92 metres.
London-North-Western-South	0300	003	HARTLEBURY	Up Kidderminster. 92 metres.
London-North-Western-South	0303	016	SMALL HEATH	Platform lengths Small Heath.
London-North-Western-South	0303	018	SMALL HEATH	Platform 3 159 metres (174 yards).
London-North-Western-South	0303	020	SMALL HEATH	Platform 4 144 metres (157 yards).
London-North-Western-South	0304	021	BORDESLEY	Platform lengths Bordesley.
London-North-Western-South	0304	023	BORDESLEY	Platform 1 148 metres (162 yards).
London-North-Western-South	0304	025	BORDESLEY	Platform 2 148 metres (162 yards).
London-North-Western-South	0305	008	BIRMINGHAM MOOR STREET	Platform lengths Birmingham Moor Street.
London-North-Western-South	0305	009	BIRMINGHAM MOOR STREET	Platform 1 212 metres (232 yards).
London-North-Western-South	0305	010	BIRMINGHAM MOOR STREET	Platform 2 212 metres (232 yards).
London-North-Western-South	0305	011	BIRMINGHAM MOOR STREET	Platform 3 202 metres (221 yards).
London-North-Western-South	0305	012	BIRMINGHAM MOOR STREET	Platform 4 202 metres (221 yards).
London-North-Western-South	0305	013	BIRMINGHAM MOOR STREET	Platform 5 Not in use.
London-North-Western-South	0305	014	BIRMINGHAM MOOR STREET	PP authorised in Platforms 3 and 4.
London-North-Western-South	0306	001	BIRMINGHAM SNOW HILL	Platform lengths Birmingham Snow Hill.
London-North-Western-South	0306	002	BIRMINGHAM SNOW HILL	Platform 1 194 metres (212 yards).
London-North-Western-South	0306	003	BIRMINGHAM SNOW HILL	Platform 2 233 metres (255 yards).
London-North-Western-South	0306	004	BIRMINGHAM SNOW HILL	Platform 3 233 metres (255 yards).
London-North-Western-South	0306	005	BIRMINGHAM SNOW HILL	(NB Lengths quoted are platform starter signal to
London-North-Western-South	0306	006	BIRMINGHAM SNOW HILL	platform starter signal, for each platform).
London-North-Western-South	0306	007	BIRMINGHAM SNOW HILL	PP authorised in all platforms in both directions.
London-North-Western-South	0307	003	JEWELLERY QUARTER	Platform lengths Jewellery Quarter.
London-North-Western-South	0307	004	JEWELLERY QUARTER	Platform 1 151 metres (165 yards).
London-North-Western-South	0307	005	JEWELLERY QUARTER	Platform 2 151 metres (165 yards).
London-North-Western-South	0310	005	LANGLEY GREEN	Platform lengths Langley Green.
London-North-Western-South	0310	006	LANGLEY GREEN	Platform 1 144 metres (157 yards).
London-North-Western-South	0310	007	LANGLEY GREEN	Platform 2 144 metres (157 yards).
London-North-Western-South	0311	006	ROWLEY REGIS	Platform lengths Rowley Regis.
London-North-Western-South	0311	007	ROWLEY REGIS	Platform 1 184 metres (201 yards).
London-North-Western-South	0311	008	ROWLEY REGIS	Platform 2 184 metres (201 yards).
London-North-Western-South	0323	001	WATER ORTON	Platform lengths Water Orton
London-North-Western-South	0323	002	WATER ORTON	Down Derby. 103 metres
London-North-Western-South	0323	003	WATER ORTON	Up Derby. 100 metres
London-North-Western-South	0340	006	KINGS NORTON	Kings Norton Station Jn through the platform areas
London-North-Western-South	0343	001	MARYLEBONE	Platform lengths Marylebone
London-North-Western-South	0343	002	MARYLEBONE	1-229 metres
London-North-Western-South	0343	003	MARYLEBONE	2-245 metres
London-North-Western-South	0343	004	MARYLEBONE	3-245 metres
London-North-Western-South	0343	005	MARYLEBONE	4-115 metres
London-North-Western-South	0343	006	MARYLEBONE	5-215 metres
London-North-Western-South	0343	007	MARYLEBONE	6-216 metres
London-North-Western-South	0346	009	SOUTH RUISLIP	Platform lengths South Ruislip
London-North-Western-South	0346	010	SOUTH RUISLIP	Down Northolt Loop. 123 metres
London-North-Western-South	0346	011	SOUTH RUISLIP	Up Main 141 metres
London-North-Western-South	0349	007	HIGH WYCOMBE	Platform lengths High Wycombe
London-North-Western-South	0349	009	HIGH WYCOMBE	1 (Bay). 145 metres - permissive (PP)
London-North-Western-South	0349	011	HIGH WYCOMBE	21 237 metres (both directions)
London-North-Western-South	0349	013	HIGH WYCOMBE	3 215 metres
London-North-Western-South	0350	011	SAUNDERTON	Platform lengths. Saunderton
London-North-Western-South	0350	013	SAUNDERTON	Down Main 148 metres
London-North-Western-South	0350	015	SAUNDERTON	Up Main 148 metres
London-North-Western-South	0350	017	SAUNDERTON	Up Main and Down Main lines diverge between
London-North-Western-South	0351	009	PRINCES RISBOROUGH	P4 - Platform 4 Line
London-North-Western-South	0351	011	PRINCES RISBOROUGH	Platform lengths Princes Risborough
London-North-Western-South	0351	013	PRINCES RISBOROUGH	(1 61 metres - permissive (PP))
London-North-Western-South	0351	015	PRINCES RISBOROUGH	2. 215 metres
London-North-Western-South	0351	017	PRINCES RISBOROUGH	3. 215 metres
London-North-Western-South	0351	019	PRINCES RISBOROUGH	4. 100 metres
London-North-Western-South	0351	037	PRINCES RISBOROUGH	Down Main line
London-North-Western-South	0351	043	PRINCES RISBOROUGH	Up Main line
London-North-Western-South	0354	005	SOUTH RUISLIP	Platform lengths South Ruislip
London-North-Western-South	0354	006	SOUTH RUISLIP	Down Northolt Loop. 123 metres
London-North-Western-South	0354	007	SOUTH RUISLIP	Up Main 141 metres
London-North-Western-South	0366	012	OXFORD PARKWAY	Platform lengths. Oxford Parkway
London-North-Western-South	0366	014	OXFORD PARKWAY	Platform 1 244 metres (267 yards)
London-North-Western-South	0366	016	OXFORD PARKWAY	Platform 2 225 metres (246 yards)
London-North-Western-South	0367	002	ISLIP	Platform lengths Islip
London-North-Western-South	0367	003	ISLIP	Platform 1 194 metres (212 yards)
London-North-Western-South	0367	004	ISLIP	Platform 2 193 metres (211 yards)
London-North-Western-South	0368	015	BICESTER VILLAGE	Platform lengths Bicester Village
London-North-Western-South	0368	016	BICESTER VILLAGE	Platform 1 240 metres (262 yards)
London-North-Western-South	0368	017	BICESTER VILLAGE	Platform 2 230 metres (252 yards)
Scotland	0153	005	LOCKERBIE	No platform on UPL
Scotland	0160	002	CARSTAIRS	DP = Down Platform
Scotland	0177	013	GLASGOW CENTRAL	Platforms 1-15 - PP
Scotland	0187	001	LANARK	Platforms 1 2 - PP
Scotland	0253	002	KILMARNOCK	DPL - Down Platform Line
Scotland	0261	013	GLASGOW CENTRAL	Platforms 1-15 - PP
Scotland	0309	006	GLASGOW CENTRAL	Platforms 1-15 - PP
Scotland	0335	005	STRANRAER	Platform 1 - PP
Scotland	0345	001	GOUROCK	Platforms 1-3 - PP
Scotland	0348	001	WEMYSS BAY	Platforms 1 2 - PP
Scotland	0354	001	LARGS	Platforms 1 4 2 - PP
Scotland	0410	005	SPRINGBURN	Platforms 3 4 4 - PP
Scotland	0423	006	EDINBURGH WAVERLEY	Platforms 3-6, 12-18 - PP
Scotland	0423	007	EDINBURGH WAVERLEY	On platform lines, PP and PP(A)
Scotland	0425	011	HAYMARKET	Platform 0 - PP
Scotland	0441	004	QUEEN ST HIGH LEVEL	20mph - Platform 1
Scotland	0441	005	QUEEN ST HIGH LEVEL	25mph - Platforms 2 to 7
Scotland	0502	001	PERTH	On platform lines, PP(A)
Scotland	0508	002	DUNDEE	Platforms 2 4 3 - PP
Scotland	0508	003	DUNDEE	On platform lines 1 and 4
Scotland	0539	001	DALMUIR	Platform 5 - PP
Scotland	0548	001	DALMUIR	Platform 5 - PP
Scotland	0644	006	EDINBURGH WAVERLEY	Platforms 3-6, 12-18 - PP
Scotland	0644	007	EDINBURGH WAVERLEY	On platform lines, PP and PP(A)
Scotland	0646	022	HAYMARKET	Platform 0 - PP
Scotland	0700	006	EDINBURGH WAVERLEY	Platforms 3-6, 12-18 - PP
Scotland	0700	007	EDINBURGH WAVERLEY	On platform lines, PP and PP(A)
Scotland	0702	010	HAYMARKET	Platform 0 - PP
Scotland	0726	002	DUNDEE	Platforms 2 4 3 - PP
Scotland	0726	003	DUNDEE	On platform lines 1 and 4
Scotland	0775	002	DUNDEE	Platforms 2 3 - PP
Scotland	0775	003	DUNDEE	On platform lines 1 and 4
Scotland	0792	001	ABERDEEN	10 mph over Platforms 3, 4 and
Scotland	0811	004	PERTH	Platforms 5 4 6 - PP
Scotland	0811	005	PERTH	On platform lines, PP and PP(A)
Scotland	0833	006	INVERNESS	Platforms 1-7 - PP
Scotland	0852	002	ABERDEEN	10 mph over Platforms 3, 4 and
Scotland	0861	004	KEITH	Platform Length 180m (196 yards)
Scotland	0863	004	ELGIN	Platform Lengths
Scotland	0863	005	ELGIN	Platform 1 - 160m (175y)
Scotland	0863	006	ELGIN	Platform 2 - 161m (177y)
Scotland	0863	007	ELGIN	LOD (T) Platform 1
Scotland	0863	008	ELGIN	LOD (T) Platform 2
Scotland	0865	001	FORRES	Platform Lengths
Scotland	0865	002	FORRES	Platform 1 - 160m/175y
Scotland	0865	003	FORRES	Platform 2 - 160m/175y
Scotland	0865	004	FORRES	LOD (T) Platforms 1 and 2
Scotland	0866	003	NAIRN	Platform 1 - 354m (387y)
Scotland	0866	004	NAIRN	Platform 2 - 239m (261y)
Scotland	0870	006	INVERNESS	Platforms 1-7 - PP
Scotland	0888	006	INVERNESS	Platforms 1-7 - PP
Western-and-Wales	0197	009	PADDINGTON	ATP - Platforms 1-12 and 14,
Western-and-Wales	0204	003	ACTON MAIN LINE	Up Main Platform - 153m 167yds - OOU
Western-and-Wales	0204	004	ACTON MAIN LINE	Down Relief Platform - 219m 239yds
Western-and-Wales	0204	005	ACTON MAIN LINE	Up Relief Platform - 250m 273yds
Western-and-Wales	0205	010	EALING BROADWAY	Platform 1 - 229m (250 yards)
Western-and-Wales	0205	011	EALING BROADWAY	Platform 2 - 215m (235 yards)
Western-and-Wales	0205	012	EALING BROADWAY	Platform 3 - 226m (247 yards)
Western-and-Wales	0205	013	EALING BROADWAY	Platform 4 - 209m (228 yards)
Western-and-Wales	0206	005	WEST EALING	Platform 3 - 205m (224 yards)
Western-and-Wales	0206	007	WEST EALING	Platform 4 - 216m (236 yards)
Western-and-Wales	0206	009	WEST EALING	Bay Platform 5 - 114m (124 yards)
Western-and-Wales	0207	010	HANWELL	Down Platform - 144m (157 yards)
Western-and-Wales	0207	011	HANWELL	Up Platform - 144m (157 yards)
Western-and-Wales	0209	011	SOUTHALL	Platform 1 - 211m (231 yards)
Western-and-Wales	0209	012	SOUTHALL	Platform 2 - 219m (239 yards)
Western-and-Wales	0209	013	SOUTHALL	Platform 3 - 216m (236 yards)
Western-and-Wales	0209	014	SOUTHALL	Platform 4 - 218m (238 yards)
Western-and-Wales	0212	018	HAYES AND HARLINGTON	Platform 1 - 242m (264 yards)
Western-and-Wales	0212	020	HAYES AND HARLINGTON	Platform 2 - 212m (231 yards)
Western-and-Wales	0212	022	HAYES AND HARLINGTON	Platform 3 - 227m (248 yards)
Western-and-Wales	0212	024	HAYES AND HARLINGTON	Platform 4 - 139m (152 yards)
Western-and-Wales	0212	026	HAYES AND HARLINGTON	Platform 5 - 205m (224 yards)
Western-and-Wales	0212	027	HAYES AND HARLINGTON	DM, UM, DR, UR, UGL and platform 5 bay electrified
Western-and-Wales	0215	007	WEST DRAYTON	Platform 1 - 210m, 229yds
Western-and-Wales	0215	008	WEST DRAYTON	Platform 2 - 210m, 229yds
Western-and-Wales	0215	009	WEST DRAYTON	Platform 3 - 210m, 229yds
Western-and-Wales	0215	010	WEST DRAYTON	Platform 4 - 158m, 173yds
Western-and-Wales	0215	011	WEST DRAYTON	Platform 5 - 212m, 231yds
Western-and-Wales	0216	004	IVER	Platform 1 - 183m, 200yds
Western-and-Wales	0216	005	IVER	Platform 2 - 184m, 201yds
Western-and-Wales	0216	006	IVER	Platform 3 - 185m, 202yds
Western-and-Wales	0216	007	IVER	Platform 4 - 185m, 202yds
Western-and-Wales	0217	002	LANGLEY	Platform 1 - 168m, 183yds
Western-and-Wales	0217	003	LANGLEY	Platform 2 - 168m, 183yds
Western-and-Wales	0217	004	LANGLEY	Platform 3 - 168m, 183yds
Western-and-Wales	0217	005	LANGLEY	Platform 4 - 169m, 185yds
Western-and-Wales	0218	010	SLOUGH	Platform 1 - 114m (124 yards)
Western-and-Wales	0218	011	SLOUGH	Platform 2 - 208m (227 yards)
Western-and-Wales	0218	012	SLOUGH	Platform 3 - 192m (210 yards)
Western-and-Wales	0218	013	SLOUGH	Platform 4 - 161m (176 yards)
Western-and-Wales	0218	014	SLOUGH	Platform 5 - 161m (176 yards)
Western-and-Wales	0219	005	BURNHAM	Down platform - 187m, 204yds
Western-and-Wales	0219	006	BURNHAM	Up platform - 185m, 202yds
Western-and-Wales	0222	004	TWYFORD	Platform 1 - 250m, 273yds
Western-and-Wales	0222	005	TWYFORD	Platform 2 - 250m, 273yds
Western-and-Wales	0222	006	TWYFORD	Platform 3 - 250m, 273yds
Western-and-Wales	0222	007	TWYFORD	Platform 4 - 180m, 197yds
Western-and-Wales	0222	008	TWYFORD	Platform 5 - 110m, 120yds
Western-and-Wales	0224	003	READING	Platforms 1-3 and 7-15 electrified
Western-and-Wales	0228	006	CHOLSEY	Platform 1 - 140m, 155yds
Western-and-Wales	0228	007	CHOLSEY	Platform 2 - 140m, 153yds
Western-and-Wales	0228	008	CHOLSEY	Platform 3 - 150m, 164yds
Western-and-Wales	0228	009	CHOLSEY	Platform 4 - 150m, 164yds
Western-and-Wales	0228	010	CHOLSEY	Platform 1 - 142m, 155yds
Western-and-Wales	0228	011	CHOLSEY	Platform 2 - 154m, 168yds
Western-and-Wales	0228	012	CHOLSEY	Platform 3 - 141m, 154yds
Western-and-Wales	0228	013	CHOLSEY	Platform 4 - 153m, 167yds
Western-and-Wales	0230	008	DIDCOT PARKWAY	Platform 1 - 319m, 349yds
Western-and-Wales	0230	009	DIDCOT PARKWAY	Platform 2 - 326m, 357yds
Western-and-Wales	0230	010	DIDCOT PARKWAY	Platform 3 - 221m, 242yds (PP-A)
Western-and-Wales	0230	011	DIDCOT PARKWAY	Platform 4 - 220m, 241yds (PP-A)
Western-and-Wales	0230	012	DIDCOT PARKWAY	Platform 5 - 240m, 262yds (PP-C)
Western-and-Wales	0230	013	DIDCOT PARKWAY	All platforms electrified
Western-and-Wales	0236	003	SWINDON	UM,DM,USR,DSG,USPL,DSPL,Platforms 1, 2, 3 4 4,
Western-and-Wales	0238	012	CHIPPENHAM	Platform 1 - 239m (261 yards)
Western-and-Wales	0238	013	CHIPPENHAM	Platform 2 - 239m (261 yards)
Western-and-Wales	0241	002	BATH SPA	Platform 1 - 195m (213 yards)
Western-and-Wales	0241	003	BATH SPA	Platform 2 - 279m (305 yards)
Western-and-Wales	0242	005	OLDFIELD PARK	Down platform - 129m (141 yards)
Western-and-Wales	0242	006	OLDFIELD PARK	Up platform - 129m (141 yards)
Western-and-Wales	0243	004	KEYNSHAM	Platform 1 - 209m (229 yards)
Western-and-Wales	0243	005	KEYNSHAM	Platform 2 - 209m (229 yards)
Western-and-Wales	0249	002	BEDMINSTER	Platform 1 - 104m, 113yds
Western-and-Wales	0249	003	BEDMINSTER	Platforms 2 and 3 - 93m, 101yds
Western-and-Wales	0250	002	PARSON STREET	Platform 1 - 94m, 102yds
Western-and-Wales	0250	003	PARSON STREET	Platform 2 - 92m, 100yds
Western-and-Wales	0252	008	WORLE	Platforms 1 2 - 100m, 109yds
Western-and-Wales	0255	001	BRIDGWATER	Down platform 1 - 198m, 217yds
Western-and-Wales	0255	002	BRIDGWATER	Up platform 2 - 198m, 217yds
Western-and-Wales	0258	001	TAUNTON	Platforms 2, 3, 4 and 5 PP-C/PF
Western-and-Wales	0258	002	TAUNTON	Platform 2 - 336m (367 yards)
Western-and-Wales	0258	003	TAUNTON	Platform 3 - 260m (284 yards)
Western-and-Wales	0258	004	TAUNTON	Platform 4 - 260m (284 yards)
Western-and-Wales	0258	005	TAUNTON	Platform 5 - 380m (416 yards)
Western-and-Wales	0258	006	TAUNTON	Platform 6 - 145m (159 yards)
Western-and-Wales	0260	001	TIVERTON PARKWAY	Platforms 1 2 - 248m, 27 1yds
Western-and-Wales	0263	003	EXETER ST. DAVIDS	Platforms 1, 3-6 PP/PF
Western-and-Wales	0263	004	EXETER ST. DAVIDS	Platform 2 (PP)
Western-and-Wales	0266	010	DAWLISH	Platform 1 - 295m (323 yards)
Western-and-Wales	0266	011	DAWLISH	Platform 2 - 183m (200 yards)
Western-and-Wales	0267	003	TEIGNMOUTH	Platform 1 - 323m (353 yards)
Western-and-Wales	0267	004	TEIGNMOUTH	Platform 2 - 177m (194 yards)
Western-and-Wales	0268	005	NEWTON ABBOT	Platform 1 - 327m (358 yards)
Western-and-Wales	0268	007	NEWTON ABBOT	Platform 2 - 326m (357 yards)
Western-and-Wales	0268	009	NEWTON ABBOT	Platform 3 - 327m (358 yards)
Western-and-Wales	0268	011	NEWTON ABBOT	Platform 1 - PP
Western-and-Wales	0268	013	NEWTON ABBOT	Platform 2 3 - PP-C
Western-and-Wales	0270	001	TOTNES	Platform 1 - 193m, 211yds
Western-and-Wales	0270	002	TOTNES	Platform 2 - 178m, 195yds
Western-and-Wales	0271	003	IVYBRIDGE	Platform 1 - 104m (114 yards)
Western-and-Wales	0271	004	IVYBRIDGE	Platform 2 - 104m (114 yards)
Western-and-Wales	0275	006	PLYMOUTH	Platform 3 - 78m, 85yds (PP)
Western-and-Wales	0275	007	PLYMOUTH	Platform 4 - 298m, 326yds
Western-and-Wales	0275	008	PLYMOUTH	Platform 5 - 300m, 328yds
Western-and-Wales	0275	009	PLYMOUTH	Platform 6 - 260m, 284yds
Western-and-Wales	0275	010	PLYMOUTH	Platform 7 - 298m, 326yds
Western-and-Wales	0275	011	PLYMOUTH	Platform 8 - 300m, 328yds
Western-and-Wales	0282	004	LOSTWITHIEL	Platform 1 - 103m, 113yds
Western-and-Wales	0282	005	LOSTWITHIEL	Platform 2 - 124m, 136yds
Western-and-Wales	0286	001	TRURO	Platform 1 - 80m (87 yards)
Western-and-Wales	0286	002	TRURO	Platform 2 - 199m (218 yards)
Western-and-Wales	0286	003	TRURO	Platform 3 - 211m (231 yards)
Western-and-Wales	0288	002	REDRUTH	Platform 1 - 169m (185 yards)
Western-and-Wales	0288	003	REDRUTH	Platform 2 - 173m (189 yards)
Western-and-Wales	0289	002	CAMBORNE	Platform 1 - 184m (201 yards)
Western-and-Wales	0289	003	CAMBORNE	Platform 2 - 194m (212 yards)
Western-and-Wales	0291	003	PENZANCE	Platform 1 - 265m (290 yards) (PP)
Western-and-Wales	0291	004	PENZANCE	Platform 2 - 265m (290 yards) (PP)
Western-and-Wales	0291	005	PENZANCE	Platform 3 - 238m (257 yards) (PP)
Western-and-Wales	0291	006	PENZANCE	Platform 4 - 225m (246 yards) (PP)
Western-and-Wales	0300	003	GREENFORD	Platform 2 - 83m, 91yds
Western-and-Wales	0307	006	HEATHROW TERMINAL 4	Platforms - 195m (213 yards)
Western-and-Wales	0312	013	MARLOW	Platform - 54m, 59yds
Western-and-Wales	0320	006	RADLEY	Both platforms - 158m, 173yds
Western-and-Wales	0322	011	OXFORD	Platform 1 - 157m, 171yds (PP)
Western-and-Wales	0322	012	OXFORD	Platform 2 - 161m, 176yds (PP)
Western-and-Wales	0322	013	OXFORD	Platform 3 - 274m, 299yds (PP)
Western-and-Wales	0322	014	OXFORD	Platform 4 - 275m, 301yds (PP)
Western-and-Wales	0339	018	OXFORD PARKWAY	Platform lengths Oxford Parkway
Western-and-Wales	0339	020	OXFORD PARKWAY	Platform 1 244 metres (267 yards)
Western-and-Wales	0339	022	OXFORD PARKWAY	Platform 2 225 metres (246 yards)
Western-and-Wales	0341	002	WORCESTER SHRUB HILL	Platform 1a - 106m (116 yards)
Western-and-Wales	0341	003	WORCESTER SHRUB HILL	Platform 1b - 147m (161 yards)
Western-and-Wales	0341	004	WORCESTER SHRUB HILL	Platform 2 - 259m (283 yards)
Western-and-Wales	0341	005	WORCESTER SHRUB HILL	Platform 3 - 70m (77 yards)
Western-and-Wales	0342	005	DROITWICH SPA	Down platform - 144m, 157yds
Western-and-Wales	0342	006	DROITWICH SPA	Up platform - 143m, 156yds
Western-and-Wales	0346	004	MORETON-IN-MARSH	Down platform - 198m, 216yds
